candidate_id,skills,qualification,experience_level,job_role
916,"HR Management, Recruitment, Employee Relations",Master's in Human Resources,Senior,HR
917,"C#, .NET Core, Azure, SQL Server",Bachelor's in Computer Science,Mid,C# Developer
918,"Swift, iOS, Xcode, UI/UX",Bachelor's in Computer Science,Entry,Mobile Developer
919,"Network Security, Ethical Hacking, SIEM",Master's in Cybersecurity,Senior,Cybersecurity Engineer
920,"Agile, JIRA, Stakeholder Management",Master's in Business Administration,Mid,Software Project Manager
921,"Python, R, SQL, Machine Learning",Master's in Data Science,Senior,Data Scientist
922,"Figma, Sketch, UI/UX, Wireframing",Bachelor's in Design,Entry,Designer
923,"Kubernetes, Docker, GCP, CI/CD",Bachelor's in Computer Science,Mid,Kubernetes Operations Engineer
924,"JavaScript, Node.js, Express, MongoDB",Bachelor's in Information Technology,Entry,Web Developer
925,"Python, Django, PostgreSQL, JavaScript",Bachelor's in Computer Science,Mid,Full Stack Python Developer
926,"Java, Spring Boot, Angular, AWS",Master's in Software Engineering,Senior,Full Stack Java Developer
927,"C++, Unreal Engine, VR Development",Bachelor's in Game Development,Mid,Game Developer
928,"AWS, Terraform, Jenkins, Linux",Bachelor's in Computer Science,Senior,DevOps Engineer
929,"PHP, Symfony, MySQL, JavaScript",Bachelor's in Information Technology,Entry,PHP Developer
930,"Solidity, Web3, Ethereum, JavaScript",Bachelor's in Computer Science,Mid,Blockchain Developer
931,"React, TypeScript, HTML, CSS",Bachelor's in Computer Science,Entry,Frontend Developer
932,"Java, Spring, SQL, Microservices",Bachelor's in Software Engineering,Senior,Backend Developer
933,"Marketing Campaigns, Social Media, Analytics",Bachelor's in Marketing,Mid,Marketing
934,"HR Policies, Recruitment, Training",Master's in Human Resources,Senior,HR
935,"C#, ASP.NET, SQL Server, Azure",Bachelor's in Computer Science,Mid,C# Developer
936,"Swift, iOS Development, UI/UX, Core Data",Bachelor's in Computer Science,Entry,Mobile Developer
937,"Penetration Testing, Firewalls, SIEM",Master's in Cybersecurity,Senior,Cybersecurity Engineer
938,"Scrum, Agile, Project Management",Master's in Business Administration,Mid,Software Project Manager
939,"Python, Pandas, SQL, Tableau",Master's in Data Science,Entry,Data Analyst
940,"Kubernetes, Helm, AWS, Docker",Bachelor's in Computer Science,Senior,Kubernetes Operations Engineer
941,"HTML, CSS, JavaScript, Vue.js",Bachelor's in Information Technology,Mid,Web Developer
942,"Python, TensorFlow, NLP, Deep Learning",PhD in Artificial Intelligence,Senior,AIML
943,"Java, Kotlin, Android SDK, REST APIs",Bachelor's in Software Engineering,Mid,Mobile Developer
944,"Python, Flask, JavaScript, SQL",Bachelor's in Computer Science,Entry,Full Stack Python Developer
945,"Java, Spring, React, AWS",Master's in Software Engineering,Senior,Full Stack Java Developer
946,"Adobe XD, Figma, UI/UX, Prototyping",Bachelor's in Graphic Design,Mid,Designer
947,"SQL, R, Data Visualization, Statistics",Bachelor's in Statistics,Entry,Data Analyst
948,"C++, Unity, Game Design, VR",Bachelor's in Game Development,Mid,Game Developer
949,"AWS, Jenkins, Docker, Terraform",Bachelor's in Computer Science,Senior,DevOps Engineer
950,"PHP, Laravel, MySQL, JavaScript",Bachelor's in Information Technology,Entry,PHP Developer
951,"Python, TensorFlow, Keras, NLP",Master's in Data Science,Mid,Data Scientist
952,"Solidity, Ethereum, Web3, Blockchain",Bachelor's in Computer Science,Senior,Blockchain Developer
953,"React, JavaScript, HTML, CSS, Redux",Bachelor's in Computer Science,Mid,Frontend Developer
954,"Java, Hibernate, SQL, REST APIs",Bachelor's in Software Engineering,Senior,Backend Developer
955,"Digital Marketing, SEO, PPC, Analytics",Bachelor's in Marketing,Mid,Marketing
956,"HR Management, Recruitment, Employee Relations",Master's in Human Resources,Senior,HR
957,"C#, .NET Core, Azure, SQL Server",Bachelor's in Computer Science,Mid,C# Developer
958,"Swift, iOS, Xcode, UI/UX",Bachelor's in Computer Science,Entry,Mobile Developer
959,"Network Security, Ethical Hacking, SIEM",Master's in Cybersecurity,Senior,Cybersecurity Engineer
960,"Agile, JIRA, Stakeholder Management",Master's in Business Administration,Mid,Software Project Manager
961,"Python, R, SQL, Machine Learning",Master's in Data Science,Senior,Data Scientist
962,"Figma, Sketch, UI/UX, Wireframing",Bachelor's in Design,Entry,Designer
963,"Kubernetes, Docker, GCP, CI/CD",Bachelor's in Computer Science,Mid,Kubernetes Operations Engineer
964,"JavaScript, Node.js, Express, MongoDB",Bachelor's in Information Technology,Entry,Web Developer
965,"Python, Django, PostgreSQL, JavaScript",Bachelor's in Computer Science,Mid,Full Stack Python Developer
966,"Java, Spring Boot, Angular, AWS",Master's in Software Engineering,Senior,Full Stack Java Developer
967,"C++, Unreal Engine, VR Development",Bachelor's in Game Development,Mid,Game Developer
968,"AWS, Terraform, Jenkins, Linux",Bachelor's in Computer Science,Senior,DevOps Engineer
969,"PHP, Symfony, MySQL, JavaScript",Bachelor's in Information Technology,Entry,PHP Developer
970,"Solidity, Web3, Ethereum, JavaScript",Bachelor's in Computer Science,Mid,Blockchain Developer
971,"React, TypeScript, HTML, CSS",Bachelor's in Computer Science,Entry,Frontend Developer
972,"Java, Spring, SQL, Microservices",Bachelor's in Software Engineering,Senior,Backend Developer
973,"Marketing Campaigns, Social Media, Analytics",Bachelor's in Marketing,Mid,Marketing
974,"HR Policies, Recruitment, Training",Master's in Human Resources,Senior,HR
975,"C#, ASP.NET, SQL Server, Azure",Bachelor's in Computer Science,Mid,C# Developer
976,"Swift, iOS Development, UI/UX, Core Data",Bachelor's in Computer Science,Entry,Mobile Developer
977,"Penetration Testing, Firewalls, SIEM",Master's in Cybersecurity,Senior,Cybersecurity Engineer
978,"Scrum, Agile, Project Management",Master's in Business Administration,Mid,Software Project Manager
979,"Python, Pandas, SQL, Tableau",Master's in Data Science,Entry,Data Analyst
980,"Kubernetes, Helm, AWS, Docker",Bachelor's in Computer Science,Senior,Kubernetes Operations Engineer
981,"HTML, CSS, JavaScript, Vue.js",Bachelor's in Information Technology,Mid,Web Developer
982,"Python, TensorFlow, NLP, Deep Learning",PhD in Artificial Intelligence,Senior,AIML
983,"Java, Kotlin, Android SDK, REST APIs",Bachelor's in Software Engineering,Mid,Mobile Developer
984,"Python, Flask, JavaScript, SQL",Bachelor's in Computer Science,Entry,Full Stack Python Developer
985,"Java, Spring, React, AWS",Master's in Software Engineering,Senior,Full Stack Java Developer
986,"Adobe XD, Figma, UI/UX, Prototyping",Bachelor's in Graphic Design,Mid,Designer
987,"SQL, R, Data Visualization, Statistics",Bachelor's in Statistics,Entry,Data Analyst
988,"C++, Unity, Game Design, VR",Bachelor's in Game Development,Mid,Game Developer
989,"AWS, Jenkins, Docker, Terraform",Bachelor's in Computer Science,Senior,DevOps Engineer
990,"PHP, Laravel, MySQL, JavaScript",Bachelor's in Information Technology,Entry,PHP Developer
991,"Python, TensorFlow, Keras, NLP",Master's in Data Science,Mid,Data Scientist
992,"Solidity, Ethereum, Web3, Blockchain",Bachelor's in Computer Science,Senior,Blockchain Developer
993,"React, JavaScript, HTML, CSS, Redux",Bachelor's in Computer Science,Mid,Frontend Developer
994,"Java, Hibernate, SQL, REST APIs",Bachelor's in Software Engineering,Senior,Backend Developer
995,"Digital Marketing, SEO, PPC, Analytics",Bachelor's in Marketing,Mid,Marketing
996,"HR Management, Recruitment, Employee Relations",Master's in Human Resources,Senior,HR
997,"C#, .NET Core, Azure, SQL Server",Bachelor's in Computer Science,Mid,C# Developer
998,"Swift, iOS, Xcode, UI/UX",Bachelor's in Computer Science,Entry,Mobile Developer
999,"Network Security, Ethical Hacking, SIEM",Master's in Cybersecurity,Senior,Cybersecurity Engineer
1000,"Agile, JIRA, Stakeholder Management",Master's in Business Administration,Mid,Software Project Manager
